KO ID	Name	Definition	Gene Count
K01951	E6.3.5.2, guaA	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	2
K01952	purL, PFAS	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	1
K01955	carB, CPA2	carbamoyl-phosphate synthase large subunit [EC:6.3.5.5]	1
K01956	carA, CPA1	carbamoyl-phosphate synthase small subunit [EC:6.3.5.5]	1
K01961	accC	acetyl-CoA carboxylase, biotin carboxylase subunit [EC:6.4.1.2 6.3.4.14]	1
K01962	accA	acetyl-CoA carboxylase carboxyl transferase subunit alpha [EC:6.4.1.2]	1
K01963	accD	acetyl-CoA carboxylase carboxyl transferase subunit beta [EC:6.4.1.2]	1
K01972	E6.5.1.2, ligA, ligB	DNA ligase (NAD+) [EC:6.5.1.2]	1
K01989	ABC.X4.S	putative ABC transport system substrate-binding protein	2
K01990	ABC-2.A	ABC-2 type transport system ATP-binding protein	8
K01992	ABC-2.P	ABC-2 type transport system permease protein	9
K01995	livG	branched-chain amino acid transport system ATP-binding protein	1
K01996	livF	branched-chain amino acid transport system ATP-binding protein	1
K01997	livH	branched-chain amino acid transport system permease protein	1
K01998	livM	branched-chain amino acid transport system permease protein	1
K01999	livK	branched-chain amino acid transport system substrate-binding protein	1
K02003	ABC.CD.A	putative ABC transport system ATP-binding protein	8
K02004	ABC.CD.P	putative ABC transport system permease protein	7
K02005	ABC.CD.TX	HlyD family secretion protein	2
K02006	cbiO	cobalt/nickel transport system ATP-binding protein	2
K02008	cbiQ	cobalt/nickel transport system permease protein	2
K02013	ABC.FEV.A	iron complex transport system ATP-binding protein [EC:3.6.3.34]	2
K02015	ABC.FEV.P	iron complex transport system permease protein	1
K02016	ABC.FEV.S	iron complex transport system substrate-binding protein	1
K02025	ABC.MS.P	multiple sugar transport system permease protein	3
K02026	ABC.MS.P1	multiple sugar transport system permease protein	2
K02027	ABC.MS.S	multiple sugar transport system substrate-binding protein	3
K02028	ABC.PA.A	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	4
K02029	ABC.PA.P	polar amino acid transport system permease protein	5
K02030	ABC.PA.S	polar amino acid transport system substrate-binding protein	4
K02035	ABC.PE.S	peptide/nickel transport system substrate-binding protein	2
K02036	pstB	phosphate transport system ATP-binding protein [EC:3.6.3.27]	2
K02037	pstC	phosphate transport system permease protein	1
K02038	pstA	phosphate transport system permease protein	1
K02039	phoU	phosphate transport system protein	1
K02040	pstS	phosphate transport system substrate-binding protein	1
K02056	ABC.SS.A	simple sugar transport system ATP-binding protein [EC:3.6.3.17]	1
K02057	ABC.SS.P	simple sugar transport system permease protein	2
K02071	ABC.MET.A, metN	D-methionine transport system ATP-binding protein	1
K02072	ABC.MET.P, metI	D-methionine transport system permease protein	1
K02073	ABC.MET.S, metQ	D-methionine transport system substrate-binding protein	1
K02078	acpP	acyl carrier protein	2
K02082	agaS	tagatose-6-phosphate ketose/aldose isomerase [EC:5.-.-.-]	1
K02086	dnaD	DNA replication protein	1
K02108	ATPF0A, atpB	F-type H+-transporting ATPase subunit a [EC:3.6.3.14]	1
K02109	ATPF0B, atpF	F-type H+-transporting ATPase subunit b [EC:3.6.3.14]	1
K02110	ATPF0C, atpE	F-type H+-transporting ATPase subunit c [EC:3.6.3.14]	1
K02111	ATPF1A, atpA	F-type H+-transporting ATPase subunit alpha [EC:3.6.3.14]	1
K02112	ATPF1B, atpD	F-type H+-transporting ATPase subunit beta [EC:3.6.3.14]	1
K02113	ATPF1D, atpH	F-type H+-transporting ATPase subunit delta [EC:3.6.3.14]	1
K02114	ATPF1E, atpC	F-type H+-transporting ATPase subunit epsilon [EC:3.6.3.14]	1
K02115	ATPF1G, atpG	F-type H+-transporting ATPase subunit gamma [EC:3.6.3.14]	1
K02117	ATPVA, ntpA	V-type H+-transporting ATPase subunit A [EC:3.6.3.14]	1
K02118	ATPVB, ntpB	V-type H+-transporting ATPase subunit B [EC:3.6.3.14]	1
K02119	ATPVC, ntpC	V-type H+-transporting ATPase subunit C [EC:3.6.3.14]	1
K02120	ATPVD, ntpD	V-type H+-transporting ATPase subunit D [EC:3.6.3.14]	1
K02121	ATPVE, ntpE	V-type H+-transporting ATPase subunit E [EC:3.6.3.14]	1
K02122	ATPVF, ntpF	V-type H+-transporting ATPase subunit F [EC:3.6.3.14]	1
K02123	ATPVI, ntpI	V-type H+-transporting ATPase subunit I [EC:3.6.3.14]	1
K02124	ATPVK, ntpK	V-type H+-transporting ATPase subunit K [EC:3.6.3.14]	1
K02160	accB, bccP	acetyl-CoA carboxylase biotin carboxyl carrier protein	1
K02221	yggT	YggT family protein	1
K02236	comC	leader peptidase (prepilin peptidase) / N-methyltransferase [EC:3.4.23.43 2.1.1.-]	1
K02237	comEA	competence protein ComEA	1
K02238	comEC	competence protein ComEC	1
K02240	comFA	competence protein ComFA	1
K02242	comFC	competence protein ComFC	1
K02243	comGA	competence protein ComGA	1
K02244	comGB	competence protein ComGB	1
K02245	comGC	competence protein ComGC	1
K02246	comGD	competence protein ComGD	1
K02248	comGF	competence protein ComGF	1
K02313	dnaA	chromosomal replication initiator protein	1
K02314	dnaB	replicative DNA helicase [EC:3.6.4.12]	1
K02316	dnaG	DNA primase [EC:2.7.7.-]	1
K02335	DPO1, polA	DNA polymerase I [EC:2.7.7.7]	1
K02337	DPO3A1, dnaE	DNA polymerase III subunit alpha [EC:2.7.7.7]	1
K02338	DPO3B, dnaN	DNA polymerase III subunit beta [EC:2.7.7.7]	1
K02340	DPO3D1, holA	DNA polymerase III subunit delta [EC:2.7.7.7]	1
K02341	DPO3D2, holB	DNA polymerase III subunit delta' [EC:2.7.7.7]	1
K02343	DPO3G, dnaX	DNA polymerase III subunit gamma/tau [EC:2.7.7.7]	1
K02346	DPO4, dinB	DNA polymerase IV [EC:2.7.7.7]	1
K02355	fusA, GFM, EFG	elongation factor G	1
K02356	efp	elongation factor P	1
K02357	tsf, TSFM	elongation factor Ts	1
K02358	tuf, TUFM	elongation factor Tu	1
K02371	fabK	enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.-]	1
K02372	fabZ	3-hydroxyacyl-[acyl-carrier-protein] dehydratase [EC:4.2.1.59]	1
K02428	rdgB	dITP/XTP pyrophosphatase [EC:3.6.1.19]	1
K02433	gatA	aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit A [EC:6.3.5.6 6.3.5.7]	1
K02434	gatB	aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit B [EC:6.3.5.6 6.3.5.7]	1
K02435	gatC	aspartyl-tRNA(Asn)/glutamyl-tRNA (Gln) amidotransferase subunit C [EC:6.3.5.6 6.3.5.7]	1
K02440	GLPF	glycerol uptake facilitator protein	2
K02469	gyrA	DNA gyrase subunit A [EC:5.99.1.3]	1
K02470	gyrB	DNA gyrase subunit B [EC:5.99.1.3]	1
K02493	hemK, prmC	release factor glutamine methyltransferase [EC:2.1.1.-]	1
K02495	hemN, hemZ	oxygen-independent coproporphyrinogen III oxidase [EC:1.3.99.22]	1
K02500	hisF	cyclase [EC:4.1.3.-]	1
K02501	hisH	glutamine amidotransferase [EC:2.4.2.-]	1
K02502	hisZ	ATP phosphoribosyltransferase regulatory subunit	1
K02503	hit	Hit-like protein involved in cell-cycle regulation	1
K02518	infA	translation initiation factor IF-1	1
K02519	infB, MTIF2	translation initiation factor IF-2	1
K02520	infC, MTIF3	translation initiation factor IF-3	1
K02528	ksgA	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	1
K02529	lacI, galR	LacI family transcriptional regulator	5
K02530	lacR	DeoR family transcriptional regulator, lactose phosphotransferase system repressor	2
K02531	lacT	transcriptional antiterminator	1
K02532	lacY	MFS transporter, OHS family, lactose permease	1
K02563	murG	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase [EC:2.4.1.227]	1
K02564	nagB, GNPDA	glucosamine-6-phosphate deaminase [EC:3.5.99.6]	1
K02600	nusA	N utilization substance protein A	1
K02601	nusG	transcriptional antiterminator NusG	1
K02614	paaI	acyl-CoA thioesterase [EC:3.1.2.-]	1
K02621	parC	topoisomerase IV subunit A [EC:5.99.1.-]	1
K02622	parE	topoisomerase IV subunit B [EC:5.99.1.-]	1
K02687	prmA	ribosomal protein L11 methyltransferase [EC:2.1.1.-]	1
K02744	PTS-Aga-EIIA, agaF	PTS system, N-acetylgalactosamine-specific IIA component [EC:2.7.1.69]	1
K02755	PTS-Bgl-EIIA, bglF	PTS system, beta-glucosides-specific IIA component [EC:2.7.1.69]	1
K02756	PTS-Bgl-EIIB, bglF	PTS system, beta-glucosides-specific IIB component [EC:2.7.1.69]	1
K02757	PTS-Bgl-EIIC, bglF	PTS system, beta-glucosides-specific IIC component	1
K02759	PTS-Cel-EIIA, celC	PTS system, cellobiose-specific IIA component [EC:2.7.1.69]	3
K02760	PTS-Cel-EIIB, celA	PTS system, cellobiose-specific IIB component [EC:2.7.1.69]	3
K02761	PTS-Cel-EIIC, celB	PTS system, cellobiose-specific IIC component	3
K02768	PTS-Fru-EIIA, fruB	PTS system, fructose-specific IIA component [EC:2.7.1.69]	1
K02769	PTS-Fru-EIIB, fruA	PTS system, fructose-specific IIB component [EC:2.7.1.69]	1
K02770	PTS-Fru-EIIC, fruA	PTS system, fructose-specific IIC component	1
K02771	PTS-Fru1-EIID, levG	PTS system, fructose-specific IID component	1
K02773	PTS-Gat-EIIA, gatA	PTS system, galactitol-specific IIA component [EC:2.7.1.69]	1
K02774	PTS-Gat-EIIB, gatB	PTS system, galactitol-specific IIB component [EC:2.7.1.69]	1
K02775	PTS-Gat-EIIC, gatC	PTS system, galactitol-specific IIC component	1
K02777	PTS-Glc-EIIA, crr	PTS system, glucose-specific IIA component [EC:2.7.1.69]	1
K02778	PTS-Glc-EIIB, ptsG	PTS system, glucose-specific IIB component [EC:2.7.1.69]	1
K02779	PTS-Glc-EIIC, ptsG	PTS system, glucose-specific IIC component	1
K02786	PTS-Lac-EIIA, lacF	PTS system, lactose-specific IIA component [EC:2.7.1.69]	1
K02787	PTS-Lac-EIIB, lacE	PTS system, lactose-specific IIB component [EC:2.7.1.69]	1
K02788	PTS-Lac-EIIC, lacE	PTS system, lactose-specific IIC component	1
K02793	PTS-Man-EIIA, manX	PTS system, mannose-specific IIA component [EC:2.7.1.69]	2
K02794	PTS-Man-EIIB, manX	PTS system, mannose-specific IIB component [EC:2.7.1.69]	3
K02795	PTS-Man-EIIC, manY	PTS system, mannose-specific IIC component	3
K02796	PTS-Man-EIID, manZ	PTS system, mannose-specific IID component	2
K02808	PTS-Scr-EIIA, scrA	PTS system, sucrose-specific IIA component [EC:2.7.1.69]	1
K02809	PTS-Scr-EIIB, scrA	PTS system, sucrose-specific IIB component [EC:2.7.1.69]	1
K02810	PTS-Scr-EIIC, scrA	PTS system, sucrose-specific IIC component	1
K02817	PTS-Tre-EIIA, treP	PTS system, trehalose-specific IIA component [EC:2.7.1.69]	1
K02818	PTS-Tre-EIIB, treB	PTS system, trehalose-specific IIB component [EC:2.7.1.69]	1
K02819	PTS-Tre-EIIC, treB	PTS system, trehalose-specific IIC component	1
K02822	PTS-Ula-EIIB, ulaB, sgaB	PTS system, ascorbate-specific IIB component [EC:2.7.1.69]	1
K02823	pyrDII	dihydroorotate dehydrogenase electron transfer subunit	1
K02824	pyrP, uraA	uracil permease	1
K02825	pyrR	pyrimidine operon attenuation protein / uracil phosphoribosyltransferase [EC:2.4.2.9]	1
K02834	rbfA	ribosome-binding factor A	1
K02835	prfA, MTRF1, MRF1	peptide chain release factor 1	1
K02836	prfB	peptide chain release factor 2	1
K02837	prfC	peptide chain release factor 3	1
K02838	frr, MRRF, RRF	ribosome recycling factor	1
K02851	wecA, tagO, rfe	UDP-GlcNAc:undecaprenyl-phosphate GlcNAc-1-phosphate transferase [EC:2.7.8.33]	1
K02860	rimM	16S rRNA processing protein RimM	1
K02863	RP-L1, rplA	large subunit ribosomal protein L1	1
K02864	RP-L10, rplJ	large subunit ribosomal protein L10	1
K02867	RP-L11, rplK	large subunit ribosomal protein L11	1
K02871	RP-L13, rplM	large subunit ribosomal protein L13	1
K02874	RP-L14, rplN	large subunit ribosomal protein L14	1
K02876	RP-L15, rplO	large subunit ribosomal protein L15	1
K02878	RP-L16, rplP	large subunit ribosomal protein L16	1
K02879	RP-L17, rplQ	large subunit ribosomal protein L17	1
K02881	RP-L18, rplR	large subunit ribosomal protein L18	1
K02884	RP-L19, rplS	large subunit ribosomal protein L19	1
K02886	RP-L2, rplB	large subunit ribosomal protein L2	1
K02887	RP-L20, rplT	large subunit ribosomal protein L20	1
K02888	RP-L21, rplU	large subunit ribosomal protein L21	1
K02890	RP-L22, rplV	large subunit ribosomal protein L22	1
K02892	RP-L23, rplW	large subunit ribosomal protein L23	1
K02895	RP-L24, rplX	large subunit ribosomal protein L24	1
K02899	RP-L27, rpmA	large subunit ribosomal protein L27	1
K02902	RP-L28, rpmB	large subunit ribosomal protein L28	1
K02904	RP-L29, rpmC	large subunit ribosomal protein L29	1
K02906	RP-L3, rplC	large subunit ribosomal protein L3	1
K02907	RP-L30, rpmD	large subunit ribosomal protein L30	1
K02909	RP-L31, rpmE	large subunit ribosomal protein L31	1
K02911	RP-L32, rpmF	large subunit ribosomal protein L32	1
K02913	RP-L33, rpmG	large subunit ribosomal protein L33	1
K02914	RP-L34, rpmH	large subunit ribosomal protein L34	1
K02916	RP-L35, rpmI	large subunit ribosomal protein L35	1
K02919	RP-L36, rpmJ	large subunit ribosomal protein L36	1
K02926	RP-L4, rplD	large subunit ribosomal protein L4	1
K02931	RP-L5, rplE	large subunit ribosomal protein L5	1
K02933	RP-L6, rplF	large subunit ribosomal protein L6	1
K02935	RP-L7, rplL	large subunit ribosomal protein L7/L12	1
K02939	RP-L9, rplI	large subunit ribosomal protein L9	1
K02945	RP-S1, rpsA	small subunit ribosomal protein S1	1
K02946	RP-S10, rpsJ	small subunit ribosomal protein S10	1
K02948	RP-S11, rpsK	small subunit ribosomal protein S11	1
K02950	RP-S12, rpsL	small subunit ribosomal protein S12	1
K02952	RP-S13, rpsM	small subunit ribosomal protein S13	1
K02954	RP-S14, rpsN	small subunit ribosomal protein S14	1
K02956	RP-S15, rpsO	small subunit ribosomal protein S15	1
K02959	RP-S16, rpsP	small subunit ribosomal protein S16	1
K02961	RP-S17, rpsQ	small subunit ribosomal protein S17	1
K02963	RP-S18, rpsR	small subunit ribosomal protein S18	1
K02965	RP-S19, rpsS	small subunit ribosomal protein S19	1
K02967	RP-S2, rpsB	small subunit ribosomal protein S2	1
K02968	RP-S20, rpsT	small subunit ribosomal protein S20	1
K02970	RP-S21, rpsU	small subunit ribosomal protein S21	1
K02982	RP-S3, rpsC	small subunit ribosomal protein S3	1
K02986	RP-S4, rpsD	small subunit ribosomal protein S4	1
K02988	RP-S5, rpsE	small subunit ribosomal protein S5	1
K02990	RP-S6, rpsF	small subunit ribosomal protein S6	1
K02992	RP-S7, rpsG	small subunit ribosomal protein S7	1
K02994	RP-S8, rpsH	small subunit ribosomal protein S8	1
K02996	RP-S9, rpsI	small subunit ribosomal protein S9	1
K03040	rpoA	DNA-directed RNA polymerase subunit alpha [EC:2.7.7.6]	1
K03043	rpoB	DNA-directed RNA polymerase subunit beta [EC:2.7.7.6]	1
K03046	rpoC	DNA-directed RNA polymerase subunit beta' [EC:2.7.7.6]	1
K03048	rpoE	DNA-directed RNA polymerase subunit delta	1
K03060	rpoZ	DNA-directed RNA polymerase subunit omega [EC:2.7.7.6]	1
K03070	secA	preprotein translocase subunit SecA	1
K03073	secE	preprotein translocase subunit SecE	1
K03075	secG	preprotein translocase subunit SecG	1
K03076	secY	preprotein translocase subunit SecY	2
K03086	SIG1, rpoD	RNA polymerase primary sigma factor	1
K03095	sprL	SprT-like protein	1
K03100	lepB	signal peptidase I [EC:3.4.21.89]	2
K03101	lspA	signal peptidase II [EC:3.4.23.36]	1
K03106	SRP54, ffh	signal recognition particle subunit SRP54	1
K03110	ftsY	fused signal recognition particle receptor	1
K03111	ssb	single-strand DNA-binding protein	2
K03116	tatA	sec-independent protein translocase protein TatA	1
K03118	tatC	sec-independent protein translocase protein TatC	1
K03151	thiI	thiamine biosynthesis protein ThiI	1
K03152	thiJ	4-methyl-5(b-hydroxyethyl)-thiazole monophosphate biosynthesis	2
K03168	topA	DNA topoisomerase I [EC:5.99.1.2]	1
K03177	truB, PUS4, TRUB1	tRNA pseudouridine55 synthase [EC:5.4.99.25]	1
K03179	ubiA	4-hydroxybenzoate octaprenyltransferase [EC:2.5.1.-]	1
K03210	yajC	preprotein translocase subunit YajC	1
K03215	rumA	23S rRNA (uracil1939-C5)-methyltransferase [EC:2.1.1.190]	1
K03216	trmL, cspR	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]	1
K03217	yidC, spoIIIJ, OXA1	preprotein translocase subunit YidC	2
K03218	rlmB	23S rRNA (guanosine2251-2'-O)-methyltransferase [EC:2.1.1.185]	1
K03282	mscL	large conductance mechanosensitive channel	1
K03284	corA	magnesium transporter	1
K03294	TC.APA	basic amino acid/polyamine antiporter, APA family	1
K03309	TC.DAACS	dicarboxylate/amino acid:cation (Na+ or H+) symporter, DAACS family	1
K03311	TC.LIVCS	branched-chain amino acid:cation transporter, LIVCS family	1
K03322	mntH	manganese transport protein	1
K03324	yjbB	phosphate:Na+ symporter	1
K03327	TC.MATE, SLC47A, norM, mdtK, dinF	multidrug resistance protein, MATE family	1
K03332	E3.2.1.80	fructan beta-fructosidase [EC:3.2.1.80]	1
K03342	pabBC	para-aminobenzoate synthetase / 4-amino-4-deoxychorismate lyase [EC:2.6.1.85 4.1.3.38]	1
K03346	dnaB2, dnaB	replication initiation and membrane attachment protein	1
K03366	butA	(R,R)-butanediol dehydrogenase / diacetyl reductase [EC:1.1.1.4 1.1.1.303]	1
K03367	dltA	D-alanine--poly(phosphoribitol) ligase subunit 1 [EC:6.1.1.13]	1
K03402	argR, ahrC	transcriptional regulator of arginine metabolism	3
K03424	tatD	TatD DNase family protein [EC:3.1.21.-]	1
K03427	hsdM	type I restriction enzyme M protein [EC:2.1.1.72]	1
K03429	ugtP	1,2-diacylglycerol 3-glucosyltransferase [EC:2.4.1.157]	1
K03431	glmM	phosphoglucosamine mutase [EC:5.4.2.10]	1
K03436	fruR2, fruR	DeoR family transcriptional regulator, fructose operon transcriptional repressor	1
K03437	spoU	RNA methyltransferase, TrmH family	1
K03438	mraW, rsmH	16S rRNA (cytosine1402-N4)-methyltransferase [EC:2.1.1.199]	1
K03439	trmB, METTL1	tRNA (guanine-N7-)-methyltransferase [EC:2.1.1.33]	1
K03442	mscS	small conductance mechanosensitive channel	1
K03449	MFS.CP	MFS transporter, CP family, cyanate transporter	1
K03466	ftsK, spoIIIE	DNA segregation ATPase FtsK/SpoIIIE, S-DNA-T family	2
K03470	rnhB	ribonuclease HII [EC:3.1.26.4]	1
K03471	rnhC	ribonuclease HIII [EC:3.1.26.4]	1
K03475	PTS-Ula-EIIC, ulaA, sgaT	PTS system, ascorbate-specific IIC component	1
K03484	scrR	LacI family transcriptional regulator, sucrose operon repressor	1
K03486	treR2, treR	GntR family transcriptional regulator, trehalose operon transcriptional repressor	1
K03488	licT, bglG	beta-glucoside operon transcriptional antiterminator	1
K03491	licR	lichenan operon transcriptional antiterminator	1
K03495	gidA, mnmG, MTO1	tRNA uridine 5-carboxymethylaminomethyl modification enzyme	1
K03497	parB, spo0J	chromosome partitioning protein, ParB family	1
K03498	trkH	trk system potassium uptake protein TrkH	2
K03499	trkA	trk system potassium uptake protein TrkA	2
K03500	rsmB, sun	16S rRNA (cytosine967-C5)-methyltransferase [EC:2.1.1.176]	1
K03501	gidB, rsmG	16S rRNA (guanine527-N7)-methyltransferase [EC:2.1.1.170]	1
K03502	DPO5C, umuC	DNA polymerase V	1
K03523	bioY	biotin transporter	2
K03524	birA	BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	1
K03529	smc	chromosome segregation protein	1
K03530	hupB	DNA-binding protein HU-beta	1
K03531	ftsZ	cell division protein FtsZ	1
K03536	rnpA	ribonuclease P protein component [EC:3.1.26.5]	1
K03544	clpX, CLPX	ATP-dependent Clp protease ATP-binding subunit ClpX	1
K03545	tig	trigger factor	1
K03550	ruvA	holliday junction DNA helicase RuvA [EC:3.6.4.12]	1
K03551	ruvB	holliday junction DNA helicase RuvB [EC:3.6.4.12]	1
K03553	recA	recombination protein RecA	1
K03555	mutS	DNA mismatch repair protein MutS	1
K03565	recX	regulatory protein	1
K03570	mreC	rod shape-determining protein MreC	1
K03572	mutL	DNA mismatch repair protein MutL	1
K03574	MUTT, NUDT1, MTH1	7,8-dihydro-8-oxoguanine triphosphatase [EC:3.6.1.-]	5
K03575	mutY	A/G-specific adenine glycosylase [EC:3.2.2.-]	1
K03577	acrR	TetR/AcrR family transcriptional regulator, acrAB operon repressor	1
K03581	recD	exodeoxyribonuclease V alpha subunit [EC:3.1.11.5]	1
K03584	recO	DNA repair protein RecO (recombination protein O)	1
K03588	ftsW, spoVE	cell division protein FtsW	1
K03589	ftsQ	cell division protein FtsQ	1
K03590	ftsA	cell division protein FtsA	1
K03595	era	GTP-binding protein Era	1
K03596	lepA	GTP-binding protein LepA	1
K03601	xseA	exodeoxyribonuclease VII large subunit [EC:3.1.11.6]	1
K03602	xseB	exodeoxyribonuclease VII small subunit [EC:3.1.11.6]	1
K03605	hyaD	hydrogenase 1 maturation protease [EC:3.4.24.-]	1
K03621	plsX	glycerol-3-phosphate acyltransferase PlsX [EC:2.3.1.15]	1
K03624	greA	transcription elongation factor GreA	1
K03625	nusB	N utilization substance protein B	1
K03629	recF	DNA replication and repair protein RecF	1
K03630	radC	DNA repair protein RadC	1
K03631	recN	DNA repair protein RecN (Recombination protein N)	1
K03647	nrdI	protein involved in ribonucleotide reduction	2
K03648	UNG, UDG	uracil-DNA glycosylase [EC:3.2.2.27]	1
K03650	mnmE, trmE, MSS1	tRNA modification GTPase [EC:3.6.-.-]	1
K03655	recG	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	1
K03657	uvrD, pcrA	DNA helicase II / ATP-dependent DNA helicase PcrA [EC:3.6.4.12]	1
K03664	smpB	SsrA-binding protein	1
K03665	hflX	GTP-binding protein HflX	1
K03671	trxA	thioredoxin 1	2
K03685	rnc, DROSHA, RNT1	ribonuclease III [EC:3.1.26.3]	1
K03686	dnaJ	molecular chaperone DnaJ	1
K03687	GRPE	molecular chaperone GrpE	1
K03693	pbp	penicillin-binding protein	1
K03696	clpC	ATP-dependent Clp protease ATP-binding subunit ClpC	1
K03697	clpE	ATP-dependent Clp protease ATP-binding subunit ClpE	1
K03698	cbf	CMP-binding protein	1
K03699	tlyC	putative hemolysin	1
K03700	recU	recombination protein U	1
K03701	uvrA	excinuclease ABC subunit A	1
K03702	uvrB	excinuclease ABC subunit B	1
K03703	uvrC	excinuclease ABC subunit C	1
K03705	hrcA	heat-inducible transcriptional repressor	1
K03706	codY	transcriptional pleiotropic repressor	1
K03708	ctsR	transcriptional regulator CtsR	1
K03709	troR	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator	1
K03710	K03710	GntR family transcriptional regulator	1
K03713	glnR	MerR family transcriptional regulator, glutamine synthetase repressor	1
K03722	dinG	ATP-dependent DNA helicase DinG [EC:3.6.4.12]	1
K03723	mfd	transcription-repair coupling factor (superfamily II helicase) [EC:3.6.4.-]	1
K03734	apbE	thiamine biosynthesis lipoprotein	1
K03739	dltB	membrane protein involved in D-alanine export	1
K03740	dltD	D-alanine transfer protein	1
K03742	cinA	competence/damage-inducible protein CinA	1
K03744	lemA	LemA protein	1
K03763	DPO3A2, polC	DNA polymerase III subunit alpha, Gram-positive type [EC:2.7.7.7]	1
K03767	PPIA	peptidyl-prolyl cis-trans isomerase A (cyclophilin A) [EC:5.2.1.8]	1
K03768	PPIB, ppiB	peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8]	1
K03783	punA	purine-nucleoside phosphorylase [EC:2.4.2.1]	1
K03784	deoD	purine-nucleoside phosphorylase [EC:2.4.2.1]	1
K03785	aroD	3-dehydroquinate dehydratase I [EC:4.2.1.10]	1
K03789	rimI	ribosomal-protein-alanine N-acetyltransferase [EC:2.3.1.128]	1
K03798	ftsH, hflB	cell division protease FtsH [EC:3.4.24.-]	1
K03799	htpX	heat shock protein HtpX [EC:3.4.24.-]	1
K03800	lplA	lipoate-protein ligase A [EC:2.7.7.63]	1
K03811	pnuC	nicotinamide mononucleotide transporter	1
K03816	xpt	xanthine phosphoribosyltransferase [EC:2.4.2.22]	1
K03823	pat	phosphinothricin acetyltransferase [EC:2.3.1.183]	1
K03828	yjgM	putative acetyltransferase [EC:2.3.1.-]	1
K03930	estA	putative tributyrin esterase [EC:3.1.1.-]	1
K03976	ebsC	putative transcription regulator	1
K03977	engA	GTP-binding protein	1
K03978	engB	GTP-binding protein	1
K03979	obg	GTP-binding protein	1
K04041	fbp3	fructose-1,6-bisphosphatase III [EC:3.1.3.11]	1
K04042	glmU	bifunctional UDP-N-acetylglucosamine pyrophosphorylase / Glucosamine-1-phosphate N-acetyltransferase [EC:2.7.7.23 2.3.1.157]	1
K04043	dnaK	molecular chaperone DnaK	1
K04047	dps	starvation-inducible DNA-binding protein	1
K04066	priA	primosomal protein N' (replication factor Y) (superfamily II helicase) [EC:3.6.4.-]	1
K04068	nrdG	anaerobic ribonucleoside-triphosphate reductase activating protein [EC:1.97.1.4]	1
K04069	pflA, pflC, pflE	pyruvate formate lyase activating enzyme [EC:1.97.1.4]	2
K04072	adhE	acetaldehyde dehydrogenase / alcohol dehydrogenase [EC:1.2.1.10 1.1.1.1]	1
K04074	divIVA	cell division initiation protein	1
K04075	tilS, mesJ	tRNA(Ile)-lysidine synthase [EC:6.3.4.19]	1
K04077	groEL, HSPD1	chaperonin GroEL	1
K04078	groES, HSPE1	chaperonin GroES	1
K04083	hslO	molecular chaperone Hsp33	1
K04086	clpL	ATP-dependent Clp protease ATP-binding subunit ClpL	1
K04094	trmFO, gid	methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase [EC:2.1.1.74]	1
K04096	smf	DNA processing protein	1
K04485	sms, radA	DNA repair protein RadA/Sms	1
K04486	E3.1.3.15B	histidinol-phosphatase (PHP family) [EC:3.1.3.15]	1
K04487	iscS, NFS1	cysteine desulfurase [EC:2.8.1.7]	2
K04488	iscU, nifU	nitrogen fixation protein NifU and related proteins	1
K04516	AROA1, aroA	chorismate mutase [EC:5.4.99.5]	1
K04517	tyrA2	prephenate dehydrogenase [EC:1.3.1.12]	1
K04518	pheA2	prephenate dehydratase [EC:4.2.1.51]	1
K04564	SOD2	superoxide dismutase, Fe-Mn family [EC:1.15.1.1]	1
K04567	KARS, lysS	lysyl-tRNA synthetase, class II [EC:6.1.1.6]	1
K04750	phnB	PhnB protein	1
K04767	acuB	acetoin utilization protein AcuB	1
K05337	fer	ferredoxin	1
K05362	E6.3.2.7, murE	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-L-lysine ligase [EC:6.3.2.7]	1
K05363	murM	serine/alanine adding enzyme [EC:2.3.2.10]	1
K05366	mrcA	penicillin-binding protein 1A [EC:2.4.1.- 3.4.-.-]	1
K05521	draG	ADP-ribosylglycohydrolase [EC:3.2.-.-]	1
K05592	deaD	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]	1
K05593	aadK	aminoglycoside 6-adenylyltransferase [EC:2.7.7.-]	1
K05595	marC	multiple antibiotic resistance protein	1
K05808	yhbH	putative sigma-54 modulation protein	1
